dt;year; AverageTemperature ;Country
1-03-2013;2013; 27.474 ;Panama
1-06-2004;2004; 27.467 ;Panama
1-03-2005;2005; 27.464 ;Venezuela
1-08-2012;2012; 27.452 ;Panama
1-06-1997;1997; 27.448 ;Panama
1-06-2009;2009; 27.446 ;Panama
1-07-2013;2013; 27.443 ;Panama
1-02-1979;1979; 27.439 ;Paraguay
1-03-2008;2008; 27.431 ;Panama
1-01-1985;1985; 27.428 ;Paraguay
1-02-1988;1988; 27.426 ;Panama
1-08-2006;2006; 27.426 ;Panama
1-12-1980;1980; 27.412 ;Paraguay
1-03-1994;1994; 27.412 ;Panama
1-01-2010;2010; 27.411 ;Panama
1-02-1995;1995; 27.409 ;Panama
1-01-1981;1981; 27.406 ;Paraguay
1-01-1999;1999; 27.404 ;Paraguay
1-01-1972;1972; 27.399 ;Paraguay
1-04-2012;2012; 27.396 ;Panama
1-05-2006;2006; 27.391 ;Panama
1-03-1982;1982; 27.377 ;Panama
1-05-1986;1986; 27.377 ;Panama
1-05-1973;1973; 27.368 ;Panama
1-12-1986;1986; 27.368 ;Paraguay
1-03-2001;2001; 27.368 ;Panama
1-03-1993;1993; 27.363 ;Panama
1-11-1987;1987; 27.361 ;Paraguay
1-04-1986;1986; 27.358 ;Panama
1-05-2003;2003; 27.354 ;Panama
1-05-1990;1990; 27.352 ;Panama
1-05-1980;1980; 27.349 ;Panama
1-07-2012;2012; 27.349 ;Panama
1-04-1981;1981; 27.345 ;Panama
1-02-1986;1986; 27.343 ;Paraguay
1-01-1992;1992; 27.338 ;Paraguay
1-02-1985;1985; 27.337 ;Paraguay
1-06-1980;1980; 27.336 ;Panama
1-11-1995;1995; 27.336 ;Paraguay
1-05-2001;2001; 27.336 ;Panama
1-12-1999;1999; 27.328 ;Paraguay
1-08-1983;1983; 27.327 ;Panama
1-08-2003;2003; 27.326 ;Panama
1-04-1984;1984; 27.325 ;Panama
1-12-2002;2002; 27.323 ;Panama
1-05-1991;1991; 27.322 ;Panama
1-07-1993;1993; 27.315 ;Panama
1-05-1995;1995; 27.315 ;Panama
1-12-2011;2011; 27.313 ;Paraguay
1-05-2013;2013; 27.313 ;Panama
1-11-1997;1997; 27.309 ;Paraguay
1-06-1993;1993; 27.308 ;Panama
1-03-2010;2010; 27.305 ;Paraguay
1-03-1984;1984; 27.304 ;Panama
1-02-1983;1983; 27.299 ;Paraguay
1-09-1997;1997; 27.296 ;Panama
1-03-1996;1996; 27.295 ;Panama
1-05-1979;1979; 27.293 ;Panama
1-06-1990;1990; 27.293 ;Panama
1-11-2002;2002; 27.292 ;Paraguay
1-07-1991;1991; 27.287 ;Panama
1-05-1993;1993; 27.285 ;Panama
1-08-1982;1982; 27.282 ;Panama
1-04-1999;1999; 27.282 ;Panama
1-02-2006;2006; 27.273 ;Panama
1-06-2013;2013; 27.271 ;Panama
1-05-1994;1994; 27.265 ;Panama
1-01-1975;1975; 27.264 ;Paraguay
1-02-1998;1998; 27.257 ;Venezuela
1-03-1999;1999; 27.257 ;Panama
1-06-2007;2007; 27.256 ;Panama
1-03-1985;1985; 27.255 ;Panama
1-02-1980;1980; 27.252 ;Paraguay
1-12-2004;2004; 27.251 ;Paraguay
1-06-2006;2006; 27.251 ;Panama
1-02-2012;2012; 27.249 ;Panama
1-07-2006;2006; 27.248 ;Panama
1-04-1975;1975; 27.239 ;Panama
1-03-2011;2011; 27.237 ;Panama
1-01-2005;2005; 27.234 ;Panama
1-07-1976;1976; 27.227 ;Panama
1-08-2001;2001; 27.225 ;Panama
1-11-1986;1986; 27.222 ;Paraguay
1-08-1987;1987; 27.219 ;Panama
1-06-2005;2005; 27.218 ;Panama
1-03-1993;1993; 27.216 ;Paraguay
1-05-2007;2007; 27.211 ;Panama
1-06-2010;2010; 27.206 ;Panama
1-02-1998;1998; 27.205 ;Colombia
1-10-1984;1984; 27.203 ;Paraguay
1-06-1991;1991; 27.203 ;Panama
1-03-1977;1977; 27.201 ;Panama
1-12-2009;2009; 27.199 ;Panama
1-02-1991;1991; 27.196 ;Paraguay
1-03-2000;2000; 27.196 ;Panama
1-04-2011;2011; 27.196 ;Panama
1-03-1970;1970; 27.195 ;Panama
1-08-1991;1991; 27.194 ;Panama
1-05-1976;1976; 27.192 ;Panama
1-06-2011;2011; 27.187 ;Panama
1-04-1970;1970; 27.184 ;Panama
1-02-1992;1992; 27.184 ;Paraguay
1-02-1994;1994; 27.167 ;Panama
1-02-2011;2011; 27.165 ;Paraguay
1-07-2003;2003; 27.164 ;Panama
1-12-2007;2007; 27.162 ;Paraguay
1-12-1971;1971; 27.158 ;Paraguay
1-12-1975;1975; 27.157 ;Paraguay
1-04-1982;1982; 27.154 ;Panama
1-03-2003;2003; 27.152 ;Venezuela
1-11-2009;2009; 27.151 ;Brazil
1-03-2004;2004; 27.149 ;Venezuela
1-05-1972;1972; 27.147 ;Panama
1-07-1994;1994; 27.139 ;Panama
1-12-1996;1996; 27.138 ;Paraguay
1-09-2006;2006; 27.133 ;Panama
1-05-2008;2008; 27.133 ;Panama
1-08-1990;1990; 27.128 ;Panama
1-03-1986;1986; 27.121 ;Panama
1-05-1989;1989; 27.118 ;Panama
1-08-2013;2013; 27.115 ;Panama
1-02-2009;2009; 27.112 ;Panama
1-04-1979;1979; 27.109 ;Panama
1-08-2005;2005; 27.107 ;Panama
1-03-1983;1983; 27.104 ;Venezuela
1-06-1982;1982; 27.101 ;Panama
1-05-2000;2000; 27.099 ;Panama
1-06-1972;1972; 27.096 ;Panama
1-06-1994;1994; 27.089 ;Panama
1-10-2012;2012; 27.084 ;Paraguay
1-06-1995;1995; 27.083 ;Panama
1-01-1988;1988; 27.081 ;Panama
1-05-1975;1975; 27.079 ;Panama
1-05-1977;1977; 27.075 ;Panama
1-01-1992;1992; 27.072 ;Panama
1-05-1996;1996; 27.071 ;Panama
1-02-1981;1981; 27.069 ;Paraguay
1-09-2012;2012; 27.069 ;Panama
1-09-1998;1998; 27.065 ;Panama
1-03-2005;2005; 27.064 ;Paraguay
1-07-1977;1977; 27.055 ;Panama
1-03-1979;1979; 27.055 ;Panama
1-11-2008;2008; 27.051 ;Paraguay
1-08-1972;1972; 27.046 ;Panama
1-03-1977;1977; 27.046 ;Paraguay
1-02-2010;2010; 27.045 ;Colombia
1-05-1978;1978; 27.038 ;Panama
1-01-1971;1971; 27.037 ;Paraguay
1-04-1980;1980; 27.037 ;Panama
1-12-1987;1987; 27.037 ;Panama
1-05-1999;1999; 27.033 ;Panama
1-02-2004;2004; 27.031 ;Paraguay
1-06-1996;1996; 27.028 ;Panama
1-08-1976;1976; 27.022 ;Panama
1-02-1985;1985; 27.022 ;Panama
1-11-2003;2003; 27.018 ;Paraguay
1-03-2006;2006; 27.012 ;Paraguay
1-07-2002;2002; 27.006 ;Panama
1-07-1979;1979; 26.998 ;Panama
1-01-2004;2004; 26.998 ;Panama
1-08-2002;2002; 26.996 ;Panama
1-01-1977;1977; 26.995 ;Paraguay
1-02-2011;2011; 26.995 ;Panama
1-05-1981;1981; 26.986 ;Panama
1-06-2008;2008; 26.983 ;Panama
1-09-2008;2008; 26.981 ;Panama
1-02-1979;1979; 26.972 ;Panama
1-12-1982;1982; 26.972 ;Panama
1-01-1991;1991; 26.966 ;Panama
1-12-2006;2006; 26.966 ;Panama
1-06-1979;1979; 26.965 ;Panama
1-12-1976;1976; 26.963 ;Paraguay
1-07-1987;1987; 26.963 ;Panama
1-03-1991;1991; 26.963 ;Paraguay
1-02-1996;1996; 26.959 ;Paraguay
1-01-1987;1987; 26.957 ;Panama
1-10-2002;2002; 26.956 ;Brazil
1-06-2003;2003; 26.954 ;Panama
1-03-1999;1999; 26.947 ;Paraguay
1-08-2010;2010; 26.946 ;Panama
1-03-1973;1973; 26.943 ;Paraguay
1-10-1997;1997; 26.943 ;Panama
1-02-1993;1993; 26.939 ;Panama
1-09-2003;2003; 26.937 ;Panama
1-11-2011;2011; 26.937 ;Paraguay
1-03-1975;1975; 26.936 ;Panama
1-03-1980;1980; 26.936 ;Panama
1-01-2009;2009; 26.933 ;Paraguay
1-06-1970;1970; 26.929 ;Panama
1-09-1972;1972; 26.929 ;Panama
1-03-1987;1987; 26.928 ;Venezuela
1-12-2000;2000; 26.928 ;Paraguay
1-08-2004;2004; 26.928 ;Panama
1-08-1993;1993; 26.925 ;Panama
1-09-1995;1995; 26.923 ;Panama
1-09-1994;1994; 26.922 ;Panama
1-11-1997;1997; 26.921 ;Brazil
1-02-2010;2010; 26.919 ;Venezuela
1-08-1986;1986; 26.918 ;Panama
1-07-1998;1998; 26.916 ;Panama
1-08-2000;2000; 26.916 ;Panama
1-04-1987;1987; 26.914 ;Venezuela
1-02-1970;1970; 26.913 ;Panama
1-01-1998;1998; 26.911 ;Colombia
1-03-1995;1995; 26.909 ;Venezuela
1-07-1982;1982; 26.908 ;Panama
1-01-2002;2002; 26.907 ;Panama
1-02-1998;1998; 26.904 ;Brazil
1-01-2013;2013; 26.902 ;Panama
1-11-1988;1988; 26.899 ;Paraguay
1-02-1982;1982; 26.898 ;Panama
1-12-2005;2005; 26.897 ;Paraguay
1-03-1998;1998; 26.895 ;Colombia
1-02-1990;1990; 26.893 ;Panama
1-02-1997;1997; 26.893 ;Paraguay
1-02-1972;1972; 26.884 ;Paraguay
1-09-1987;1987; 26.882 ;Panama
1-10-1997;1997; 26.881 ;Brazil
1-04-1998;1998; 26.878 ;Venezuela
1-04-1988;1988; 26.876 ;Venezuela
1-09-2005;2005; 26.874 ;Panama
1-08-1980;1980; 26.872 ;Panama
1-06-1976;1976; 26.858 ;Panama
1-04-2003;2003; 26.857 ;Venezuela
1-08-1979;1979; 26.839 ;Panama
1-06-2000;2000; 26.839 ;Panama
1-02-1998;1998; 26.837 ;Paraguay
1-09-1991;1991; 26.835 ;Panama
1-05-1970;1970; 26.827 ;Panama
1-01-1980;1980; 26.826 ;Paraguay
1-08-1992;1992; 26.822 ;Panama
1-02-1973;1973; 26.821 ;Panama
1-05-1982;1982; 26.818 ;Panama
1-03-1978;1978; 26.814 ;Panama
1-07-2004;2004; 26.814 ;Panama
1-09-1980;1980; 26.813 ;Panama
1-11-1993;1993; 26.813 ;Paraguay
1-03-2010;2010; 26.804 ;Colombia
1-12-2003;2003; 26.803 ;Paraguay
1-06-1986;1986; 26.802 ;Panama
1-02-2010;2010; 26.802 ;Brazil
1-06-1977;1977; 26.797 ;Panama
1-07-1992;1992; 26.797 ;Panama
1-07-1996;1996; 26.796 ;Panama
1-08-1994;1994; 26.795 ;Panama
1-01-1990;1990; 26.794 ;Panama
1-04-1995;1995; 26.794 ;Venezuela
1-10-2005;2005; 26.794 ;Brazil
1-07-1990;1990; 26.793 ;Panama
1-12-1972;1972; 26.788 ;Panama
1-09-2007;2007; 26.787 ;Panama
1-12-1979;1979; 26.786 ;Paraguay
1-02-1996;1996; 26.785 ;Panama
1-09-1997;1997; 26.779 ;Brazil
1-02-2003;2003; 26.771 ;Colombia
1-09-1976;1976; 26.769 ;Panama
1-08-1978;1978; 26.765 ;Panama
1-07-1999;1999; 26.758 ;Panama
1-02-2007;2007; 26.757 ;Colombia
1-09-2011;2011; 26.756 ;Panama
1-02-1978;1978; 26.752 ;Panama
1-08-2007;2007; 26.745 ;Panama
1-02-2008;2008; 26.745 ;Panama
1-09-2002;2002; 26.743 ;Panama
1-02-2000;2000; 26.742 ;Panama
1-07-1981;1981; 26.737 ;Panama
1-06-1985;1985; 26.734 ;Panama
1-03-2013;2013; 26.732 ;Venezuela
1-03-2010;2010; 26.728 ;Brazil
1-09-2012;2012; 26.728 ;Brazil
1-04-1978;1978; 26.722 ;Panama
1-03-1988;1988; 26.722 ;Venezuela
1-04-2005;2005; 26.718 ;Venezuela
1-12-1993;1993; 26.717 ;Panama
1-12-1998;1998; 26.716 ;Paraguay
1-01-1994;1994; 26.708 ;Panama
1-03-1983;1983; 26.705 ;Colombia
1-01-2006;2006; 26.701 ;Panama
1-03-1985;1985; 26.698 ;Paraguay
1-10-2006;2006; 26.693 ;Panama
1-02-1977;1977; 26.689 ;Panama
1-10-2007;2007; 26.689 ;Brazil
1-06-1973;1973; 26.688 ;Panama
1-08-2008;2008; 26.688 ;Panama
1-03-2001;2001; 26.687 ;Paraguay
1-03-2003;2003; 26.684 ;Paraguay
1-11-2012;2012; 26.683 ;Brazil
1-09-2004;2004; 26.681 ;Panama
1-06-2001;2001; 26.679 ;Panama
1-01-2012;2012; 26.679 ;Panama
1-03-1973;1973; 26.678 ;Venezuela
1-10-2008;2008; 26.678 ;Brazil
1-03-1989;1989; 26.677 ;Panama
1-02-1994;1994; 26.676 ;Paraguay
1-12-2001;2001; 26.675 ;Paraguay
1-07-2010;2010; 26.675 ;Panama
1-08-1977;1977; 26.674 ;Panama
1-03-2004;2004; 26.674 ;Paraguay
1-02-1971;1971; 26.669 ;Paraguay
1-07-1978;1978; 26.668 ;Panama
1-11-1982;1982; 26.667 ;Panama
1-04-1996;1996; 26.664 ;Venezuela
1-06-1975;1975; 26.663 ;Panama
1-03-1984;1984; 26.662 ;Paraguay
1-07-1989;1989; 26.662 ;Panama
1-04-2010;2010; 26.658 ;Venezuela
1-01-1981;1981; 26.656 ;Panama
1-03-2007;2007; 26.654 ;Venezuela
1-07-1995;1995; 26.651 ;Panama
1-08-1995;1995; 26.651 ;Panama
1-11-1981;1981; 26.644 ;Paraguay
1-09-1990;1990; 26.642 ;Panama
1-09-2010;2010; 26.642 ;Brazil
1-12-1997;1997; 26.639 ;Brazil
1-04-1971;1971; 26.634 ;Panama
1-11-2009;2009; 26.631 ;Venezuela
1-02-1973;1973; 26.628 ;Colombia
1-09-1996;1996; 26.625 ;Panama
1-07-2000;2000; 26.624 ;Panama
1-01-1989;1989; 26.623 ;Panama
1-03-1992;1992; 26.621 ;Colombia
1-11-1972;1972; 26.612 ;Panama
1-12-1986;1986; 26.606 ;Panama
1-02-1995;1995; 26.606 ;Paraguay
1-03-2005;2005; 26.606 ;Colombia
1-03-1994;1994; 26.605 ;Venezuela
1-01-2008;2008; 26.598 ;Panama
1-03-2001;2001; 26.596 ;Venezuela
1-07-2008;2008; 26.595 ;Panama
1-09-1977;1977; 26.594 ;Panama
1-04-2007;2007; 26.591 ;Venezuela
1-02-2008;2008; 26.588 ;Paraguay
1-10-2009;2009; 26.588 ;Panama
1-02-2002;2002; 26.586 ;Paraguay
1-03-2006;2006; 26.585 ;Venezuela
1-12-1992;1992; 26.583 ;Panama
1-11-2002;2002; 26.583 ;Brazil
1-12-1972;1972; 26.582 ;Paraguay
1-05-2009;2009; 26.582 ;Venezuela
1-02-1983;1983; 26.581 ;Colombia
1-10-1987;1987; 26.579 ;Brazil
1-11-1978;1978; 26.578 ;Paraguay
1-02-2007;2007; 26.578 ;Venezuela
1-12-2012;2012; 26.575 ;Brazil
1-04-1984;1984; 26.571 ;Venezuela
1-12-2012;2012; 26.571 ;Panama
1-11-2002;2002; 26.569 ;Panama
1-09-1986;1986; 26.566 ;Panama
1-08-1996;1996; 26.565 ;Panama
1-04-2006;2006; 26.561 ;Venezuela
1-12-1987;1987; 26.559 ;Paraguay
1-09-1981;1981; 26.557 ;Panama
1-04-2009;2009; 26.557 ;Venezuela
1-03-2004;2004; 26.556 ;Colombia
1-02-2013;2013; 26.551 ;Panama
1-06-1981;1981; 26.543 ;Panama
1-09-2007;2007; 26.539 ;Brazil
1-04-1976;1976; 26.536 ;Panama
1-11-2005;2005; 26.535 ;Brazil
1-11-1990;1990; 26.534 ;Brazil
1-06-1989;1989; 26.533 ;Panama
1-03-1978;1978; 26.532 ;Venezuela
1-05-1988;1988; 26.531 ;Venezuela
1-02-1978;1978; 26.529 ;Colombia
1-12-2008;2008; 26.529 ;Panama
1-09-2009;2009; 26.529 ;Venezuela
1-06-1999;1999; 26.527 ;Panama
1-02-1984;1984; 26.519 ;Panama
1-03-1988;1988; 26.516 ;Colombia
1-12-1982;1982; 26.514 ;Paraguay
1-05-2010;2010; 26.513 ;Venezuela
1-04-2001;2001; 26.508 ;Venezuela
1-11-2008;2008; 26.508 ;Brazil
1-11-2001;2001; 26.507 ;Brazil
1-04-2008;2008; 26.505 ;Venezuela
1-04-1998;1998; 26.504 ;Brazil
1-05-1971;1971; 26.503 ;Panama
1-11-1989;1989; 26.501 ;Paraguay
1-06-1978;1978; 26.494 ;Panama
1-10-1994;1994; 26.493 ;Brazil
1-11-1990;1990; 26.491 ;Panama
1-07-1970;1970; 26.488 ;Panama
1-11-2004;2004; 26.486 ;Brazil
1-01-2005;2005; 26.486 ;Brazil
1-10-2010;2010; 26.483 ;Brazil
1-11-1987;1987; 26.482 ;Brazil
1-05-2007;2007; 26.482 ;Venezuela
1-11-1994;1994; 26.479 ;Brazil
1-11-2007;2007; 26.475 ;Brazil
1-03-1981;1981; 26.474 ;Venezuela
1-05-1995;1995; 26.473 ;Venezuela
1-07-1971;1971; 26.472 ;Panama
1-02-2003;2003; 26.469 ;Venezuela
1-03-1972;1972; 26.465 ;Panama
1-02-1982;1982; 26.465 ;Paraguay
1-01-2010;2010; 26.465 ;Colombia
1-08-1999;1999; 26.464 ;Panama
1-09-1993;1993; 26.459 ;Panama
1-09-1983;1983; 26.456 ;Panama
1-02-1986;1986; 26.452 ;Panama
1-01-2003;2003; 26.449 ;Colombia
1-12-1981;1981; 26.447 ;Paraguay
1-10-2004;2004; 26.441 ;Panama
1-09-1992;1992; 26.439 ;Panama
1-10-1994;1994; 26.439 ;Panama
1-03-1984;1984; 26.437 ;Venezuela
1-03-1996;1996; 26.436 ;Venezuela
1-10-1993;1993; 26.432 ;Panama
1-01-1970;1970; 26.427 ;Panama
1-10-2009;2009; 26.427 ;Brazil
1-01-1993;1993; 26.425 ;Panama
1-10-2009;2009; 26.424 ;Venezuela
1-09-2006;2006; 26.421 ;Venezuela
1-09-2009;2009; 26.421 ;Colombia
1-02-1999;1999; 26.418 ;Panama
1-01-1999;1999; 26.417 ;Panama
1-04-1997;1997; 26.416 ;Venezuela
1-10-1998;1998; 26.413 ;Brazil
1-12-1977;1977; 26.411 ;Panama
1-01-2007;2007; 26.409 ;Brazil
1-02-1976;1976; 26.408 ;Paraguay
1-11-2001;2001; 26.407 ;Paraguay
1-12-2004;2004; 26.407 ;Panama
1-09-2010;2010; 26.407 ;Panama
1-04-2013;2013; 26.406 ;Venezuela
1-11-1976;1976; 26.405 ;Panama
1-06-1984;1984; 26.405 ;Panama
1-08-1981;1981; 26.404 ;Panama
1-12-1990;1990; 26.404 ;Panama
1-01-2011;2011; 26.394 ;Panama
1-03-1976;1976; 26.393 ;Panama
1-10-2000;2000; 26.393 ;Brazil
1-10-1990;1990; 26.392 ;Brazil
1-10-1991;1991; 26.392 ;Panama
1-01-2003;2003; 26.392 ;Brazil
1-10-1972;1972; 26.389 ;Panama
1-11-1992;1992; 26.388 ;Panama
1-10-2000;2000; 26.387 ;Panama
1-10-2008;2008; 26.386 ;Panama
1-04-1977;1977; 26.385 ;Venezuela
1-02-2002;2002; 26.385 ;Colombia
1-08-1989;1989; 26.379 ;Panama
1-03-2002;2002; 26.377 ;Venezuela
1-12-2004;2004; 26.373 ;Brazil
1-09-2011;2011; 26.373 ;Brazil
1-12-2002;2002; 26.367 ;Brazil
1-11-2003;2003; 26.361 ;Panama
1-09-1995;1995; 26.359 ;Brazil
1-01-2001;2001; 26.357 ;Panama
1-12-2003;2003; 26.351 ;Panama
1-10-1998;1998; 26.346 ;Panama
1-11-1998;1998; 26.346 ;Panama
1-11-1982;1982; 26.344 ;Brazil
1-04-1986;1986; 26.342 ;Venezuela
1-07-1988;1988; 26.337 ;Panama
1-12-1973;1973; 26.333 ;Paraguay
1-12-1976;1976; 26.333 ;Panama
1-09-1982;1982; 26.329 ;Panama
1-04-1980;1980; 26.326 ;Venezuela
1-03-2003;2003; 26.326 ;Colombia
1-11-1994;1994; 26.324 ;Paraguay
1-08-1973;1973; 26.322 ;Panama
1-11-2004;2004; 26.322 ;Panama
1-09-1979;1979; 26.321 ;Panama
1-03-1970;1970; 26.319 ;Paraguay
1-03-1973;1973; 26.319 ;Colombia
1-02-1992;1992; 26.318 ;Colombia
1-06-1971;1971; 26.317 ;Panama
1-04-1994;1994; 26.317 ;Venezuela
1-05-2001;2001; 26.317 ;Venezuela
1-02-1995;1995; 26.315 ;Venezuela
1-09-2004;2004; 26.314 ;Brazil
1-05-2005;2005; 26.312 ;Venezuela
1-03-2002;2002; 26.311 ;Brazil
1-12-1991;1991; 26.309 ;Panama
1-11-2000;2000; 26.309 ;Panama
1-08-1984;1984; 26.305 ;Panama
1-11-2012;2012; 26.304 ;Panama
1-03-1987;1987; 26.302 ;Colombia
1-03-1980;1980; 26.301 ;Venezuela
1-10-2006;2006; 26.301 ;Brazil
1-02-1988;1988; 26.299 ;Colombia
1-12-1996;1996; 26.299 ;Brazil
1-03-1981;1981; 26.297 ;Paraguay
1-12-1994;1994; 26.296 ;Brazil
1-01-1980;1980; 26.293 ;Panama
1-01-1983;1983; 26.293 ;Brazil
1-02-1988;1988; 26.292 ;Paraguay
1-12-2006;2006; 26.292 ;Brazil
1-02-1973;1973; 26.287 ;Venezuela
1-12-1987;1987; 26.287 ;Brazil
1-11-1993;1993; 26.287 ;Brazil
1-09-2000;2000; 26.287 ;Panama
1-12-1991;1991; 26.286 ;Brazil
1-01-1977;1977; 26.285 ;Panama
1-02-1991;1991; 26.281 ;Colombia
1-07-1985;1985; 26.279 ;Panama
1-11-1995;1995; 26.279 ;Panama
1-11-2003;2003; 26.278 ;Brazil
1-01-1973;1973; 26.277 ;Brazil
1-12-2000;2000; 26.276 ;Panama
1-10-1993;1993; 26.269 ;Brazil
1-01-1986;1986; 26.268 ;Panama
1-11-2006;2006; 26.266 ;Panama
1-02-1979;1979; 26.261 ;Colombia
1-04-1998;1998; 26.261 ;Colombia
1-11-2005;2005; 26.258 ;Paraguay
1-11-1983;1983; 26.255 ;Panama
1-02-1987;1987; 26.255 ;Paraguay
1-10-2001;2001; 26.253 ;Brazil
1-05-2013;2013; 26.253 ;Venezuela
1-11-1977;1977; 26.251 ;Panama
1-01-1997;1997; 26.247 ;Panama
1-12-1995;1995; 26.244 ;Panama
1-10-2004;2004; 26.243 ;Brazil
1-03-1970;1970; 26.242 ;Venezuela
1-10-1977;1977; 26.239 ;Panama
1-01-2013;2013; 26.239 ;Brazil
1-03-1975;1975; 26.236 ;Paraguay
1-12-2005;2005; 26.236 ;Panama
1-11-2012;2012; 26.233 ;Venezuela
1-03-2013;2013; 26.233 ;Brazil
1-11-2006;2006; 26.232 ;Paraguay
1-02-2002;2002; 26.226 ;Venezuela
1-11-1994;1994; 26.225 ;Panama
1-01-1996;1996; 26.217 ;Panama
1-02-2013;2013; 26.217 ;Brazil
1-12-1984;1984; 26.215 ;Panama
1-10-1980;1980; 26.214 ;Panama
1-01-1973;1973; 26.208 ;Colombia
1-10-2003;2003; 26.206 ;Brazil
1-01-2010;2010; 26.206 ;Brazil
1-01-1975;1975; 26.204 ;Panama
1-01-1988;1988; 26.204 ;Brazil
1-10-1995;1995; 26.204 ;Panama
1-02-1987;1987; 26.201 ;Colombia
1-10-1997;1997; 26.196 ;Venezuela
1-02-2004;2004; 26.196 ;Venezuela
1-11-1977;1977; 26.195 ;Paraguay
1-01-1982;1982; 26.191 ;Panama
1-09-1998;1998; 26.188 ;Brazil
1-09-1994;1994; 26.187 ;Brazil
1-02-2005;2005; 26.185 ;Venezuela
1-01-2006;2006; 26.185 ;Brazil
1-10-2002;2002; 26.181 ;Panama
1-10-1990;1990; 26.179 ;Paraguay
1-01-1984;1984; 26.177 ;Panama
1-11-1972;1972; 26.175 ;Brazil
1-04-1990;1990; 26.175 ;Venezuela
1-10-2003;2003; 26.173 ;Panama
1-01-1978;1978; 26.169 ;Panama
1-11-2001;2001; 26.169 ;Venezuela
1-01-2003;2003; 26.169 ;Venezuela
1-03-2008;2008; 26.166 ;Venezuela
1-03-1971;1971; 26.165 ;Panama
1-01-1998;1998; 26.165 ;Venezuela
1-11-1972;1972; 26.163 ;Paraguay
1-04-1983;1983; 26.161 ;Venezuela
1-08-1971;1971; 26.159 ;Panama
1-02-1973;1973; 26.157 ;Brazil
1-11-1981;1981; 26.157 ;Venezuela
1-09-2005;2005; 26.152 ;Venezuela
1-11-2006;2006; 26.152 ;Brazil
1-03-1980;1980; 26.151 ;Colombia
1-10-2000;2000; 26.149 ;Paraguay
1-11-1991;1991; 26.148 ;Panama
1-05-1979;1979; 26.147 ;Venezuela
1-01-1979;1979; 26.146 ;Panama
1-03-2012;2012; 26.146 ;Paraguay
1-12-1996;1996; 26.145 ;Panama
1-08-1998;1998; 26.141 ;Venezuela
1-01-2000;2000; 26.139 ;Panama
1-02-1991;1991; 26.137 ;Venezuela
1-12-1998;1998; 26.135 ;Brazil
1-10-2010;2010; 26.134 ;Panama
1-03-1977;1977; 26.131 ;Venezuela
1-11-1980;1980; 26.131 ;Panama
1-01-1995;1995; 26.131 ;Brazil
1-04-1979;1979; 26.129 ;Venezuela
1-02-1972;1972; 26.128 ;Panama
1-02-1996;1996; 26.125 ;Brazil
1-05-1987;1987; 26.122 ;Venezuela
1-10-1979;1979; 26.114 ;Panama
1-08-1970;1970; 26.113 ;Panama
1-11-1986;1986; 26.112 ;Panama
1-03-2007;2007; 26.112 ;Brazil
1-11-1987;1987; 26.109 ;Venezuela
1-09-1999;1999; 26.109 ;Brazil
1-12-2009;2009; 26.107 ;Venezuela
1-03-2000;2000; 26.105 ;Paraguay
1-05-2002;2002; 26.104 ;Venezuela
1-11-1991;1991; 26.103 ;Brazil
1-10-1997;1997; 26.103 ;Paraguay
1-10-2001;2001; 26.101 ;Panama
1-11-1996;1996; 26.099 ;Paraguay
1-03-1979;1979; 26.097 ;Venezuela
1-05-1999;1999; 26.097 ;Venezuela
1-11-2007;2007; 26.096 ;Panama
1-05-2003;2003; 26.093 ;Venezuela
1-11-1997;1997; 26.092 ;Venezuela
1-01-2010;2010; 26.092 ;Venezuela
1-04-1970;1970; 26.089 ;Venezuela
1-03-1972;1972; 26.089 ;Paraguay
1-02-1980;1980; 26.089 ;Colombia
1-01-2007;2007; 26.087 ;Colombia
1-09-2011;2011; 26.087 ;Venezuela
1-09-1998;1998; 26.086 ;Venezuela
1-10-1996;1996; 26.083 ;Brazil
1-05-1997;1997; 26.081 ;Venezuela
1-05-1992;1992; 26.079 ;Venezuela
1-12-1997;1997; 26.079 ;Colombia
1-04-1993;1993; 26.078 ;Venezuela
1-03-1988;1988; 26.077 ;Brazil
1-09-2002;2002; 26.076 ;Venezuela
1-02-1983;1983; 26.075 ;Venezuela
1-04-1978;1978; 26.074 ;Venezuela
1-05-1998;1998; 26.074 ;Venezuela
1-09-1999;1999; 26.072 ;Panama
1-03-1987;1987; 26.071 ;Paraguay
1-09-1987;1987; 26.071 ;Venezuela
1-03-1995;1995; 26.071 ;Brazil
1-09-2001;2001; 26.069 ;Panama
1-09-1978;1978; 26.068 ;Panama
1-10-1992;1992; 26.068 ;Panama
1-09-1995;1995; 26.068 ;Venezuela
1-09-1988;1988; 26.066 ;Panama
1-02-1987;1987; 26.063 ;Venezuela
1-10-2007;2007; 26.063 ;Panama
1-11-1989;1989; 26.059 ;Panama
1-10-2010;2010; 26.059 ;Venezuela
1-05-1994;1994; 26.058 ;Venezuela
1-12-2009;2009; 26.058 ;Colombia
1-10-2006;2006; 26.057 ;Paraguay
1-03-1982;1982; 26.054 ;Venezuela
1-03-2008;2008; 26.052 ;Paraguay
1-11-1986;1986; 26.051 ;Brazil
1-10-1987;1987; 26.051 ;Panama
1-04-1992;1992; 26.049 ;Colombia
1-07-1984;1984; 26.048 ;Panama
1-10-2006;2006; 26.047 ;Venezuela
1-12-2007;2007; 26.047 ;Panama
